"boundaryCondition","compartmentCode","constant","cyId","derivedUnits","exponent","fast","fbc_charge","fbc_chemicalFormula","fbc_lowerFluxBound","fbc_objective-obj","fbc_upperFluxBound","hasOnlySubstanceUnits","kind","label","metaId","multiplier","name","reversible","sbml compartment","sbml id","sbml type","sbml type ext","sbo","scale","selected","shared name","units","unitSid","value"
"false","2","false","meta_M_peptido_syn_p",,,,"-2","C40H62N8O21",,,,"false",,"Peptidoglycan subunit of Synechocystis sp. PCC8603","meta_M_peptido_syn_p",,,,"p","M_peptido_syn_p","species","species","SBO:0000247",,"false","Peptidoglycan subunit of Synechocystis sp. PCC8603",,,
"false","1","false","meta_M_adhlam_c",,,,"0","C10H19NO2S2",,,,"false",,"S-Acetyldihydrolipoamide","meta_M_adhlam_c",,,,"c","M_adhlam_c","species","species","SBO:0000247",,"false","S-Acetyldihydrolipoamide",,,
"false","1","false","meta_M_lipidX_c",,,,"-2","C34H64NO12P",,,,"false",,"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate","meta_M_lipidX_c",,,,"c","M_lipidX_c","species","species","SBO:0000247",,"false","2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate",,,
"false","1","false","meta_M_uaagmda_c",,,,"-4","C95H152N8O28P2",,,,"false",,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala","meta_M_uaagmda_c",,,,"c","M_uaagmda_c","species","species","SBO:0000247",,"false","Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",,,
"false","1","false","meta_M_u23ga_c",,,,"-2","C43H75N3O20P2",,,,"false",,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine","meta_M_u23ga_c",,,,"c","M_u23ga_c","species","species","SBO:0000247",,"false","UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine",,,
"false","1","false","meta_M_lipidAds_c",,,,"-2","C68H127N2O20P",,,,"false",,"Lipid A Disaccharide","meta_M_lipidAds_c",,,,"c","M_lipidAds_c","species","species","SBO:0000247",,"false","Lipid A Disaccharide",,,
"false","1","false","meta_M_dhlam_c",,,,"0","C8H17NOS2",,,,"false",,"Dihydrolipoamide C8H17NOS2","meta_M_dhlam_c",,,,"c","M_dhlam_c","species","species","SBO:0000247",,"false","Dihydrolipoamide C8H17NOS2",,,
"false","1","false","meta_M_udcpdp_c",,,,"-3","C55H89O7P2",,,,"false",,"Undecaprenyl diphosphate","meta_M_udcpdp_c",,,,"c","M_udcpdp_c","species","species","SBO:0000247",,"false","Undecaprenyl diphosphate",,,
"false","1","false","meta_M_pdx5p_c",,,,"-2","C8H10NO6P",,,,"false",,"Pyridoxine 5'-phosphate","meta_M_pdx5p_c",,,,"c","M_pdx5p_c","species","species","SBO:0000247",,"false","Pyridoxine 5'-phosphate",,,
"false","1","false","meta_M_pydx5p_c",,,,"-2","C8H8NO6P",,,,"false",,"Pyridoxal 5'-phosphate","meta_M_pydx5p_c",,,,"c","M_pydx5p_c","species","species","SBO:0000247",,"false","Pyridoxal 5'-phosphate",,,
"false","1","false","meta_M_lycop_c",,,,"0","C40H56",,,,"false",,"Lycopene","meta_M_lycop_c",,,,"c","M_lycop_c","species","species","SBO:0000247",,"false","Lycopene",,,
"false","1","false","meta_M_decdp_c",,,,"-3","C50H81O7P2",,,,"false",,"All trans Decaprenyl diphosphate","meta_M_decdp_c",,,,"c","M_decdp_c","species","species","SBO:0000247",,"false","All trans Decaprenyl diphosphate",,,
"false","1","false","meta_M_15dap_c",,,,"2","C5H16N2",,,,"false",,"1,5-Diaminopentane","meta_M_15dap_c",,,,"c","M_15dap_c","species","species","SBO:0000247",,"false","1,5-Diaminopentane",,,
"false","1","false","meta_M_phthr_c",,,,"-2","C4H8NO7P",,,,"false",,"O-Phospho-4-hydroxy-L-threonine","meta_M_phthr_c",,,,"c","M_phthr_c","species","species","SBO:0000247",,"false","O-Phospho-4-hydroxy-L-threonine",,,
"false","1","false","meta_M_fpram_c",,,,"-1","C8H15N3O8P",,,,"false",,"2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine","meta_M_fpram_c",,,,"c","M_fpram_c","species","species","SBO:0000247",,"false","2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine",,,
"false","1","false","meta_M_tag6p__D_c",,,,"-2","C6H11O9P",,,,"false",,"D-Tagatose 6-phosphate","meta_M_tag6p__D_c",,,,"c","M_tag6p__D_c","species","species","SBO:0000247",,"false","D-Tagatose 6-phosphate",,,
"false","1","false","meta_M_trnalys_c",,,,"0","R",,,,"false",,"TRNA(Lys)","meta_M_trnalys_c",,,,"c","M_trnalys_c","species","species","SBO:0000247",,"false","TRNA(Lys)",,,
"false","1","false","meta_M_lystrna_c",,,,"2","C6H14N2OR",,,,"false",,"L-Lysine-tRNA (Lys)","meta_M_lystrna_c",,,,"c","M_lystrna_c","species","species","SBO:0000247",,"false","L-Lysine-tRNA (Lys)",,,
"false","1","false","meta_M_prbamp_c",,,,"-4","C15H19N5O14P2",,,,"false",,"1-(5-Phosphoribosyl)-AMP","meta_M_prbamp_c",,,,"c","M_prbamp_c","species","species","SBO:0000247",,"false","1-(5-Phosphoribosyl)-AMP",,,
"false","1","false","meta_M_malt_c",,,,"0","C12H22O11",,,,"false",,"Maltose C12H22O11","meta_M_malt_c",,,,"c","M_malt_c","species","species","SBO:0000247",,"false","Maltose C12H22O11",,,
"false","1","false","meta_M_tagdp__D_c",,,,"-4","C6H10O12P2",,,,"false",,"D-Tagatose 1,6-biphosphate","meta_M_tagdp__D_c",,,,"c","M_tagdp__D_c","species","species","SBO:0000247",,"false","D-Tagatose 1,6-biphosphate",,,
"false","1","false","meta_M_prfp_c",,,,"-4","C15H21N5O15P2",,,,"false",,"1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide","meta_M_prfp_c",,,,"c","M_prfp_c","species","species","SBO:0000247",,"false","1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide",,,
"false","1","false","meta_M_3php_c",,,,"-3","C3H2O7P",,,,"false",,"3-Phosphohydroxypyruvate","meta_M_3php_c",,,,"c","M_3php_c","species","species","SBO:0000247",,"false","3-Phosphohydroxypyruvate",,,
"false","1","false","meta_M_man1p_c",,,,"-2","C6H11O9P",,,,"false",,"D-Mannose 1-phosphate","meta_M_man1p_c",,,,"c","M_man1p_c","species","species","SBO:0000247",,"false","D-Mannose 1-phosphate",,,
"false","1","false","meta_M_trnapro_c",,,,"0","R",,,,"false",,"TRNA(Pro)","meta_M_trnapro_c",,,,"c","M_trnapro_c","species","species","SBO:0000247",,"false","TRNA(Pro)",,,
"false","1","false","meta_M_man6p_c",,,,"-2","C6H11O9P",,,,"false",,"D-Mannose 6-phosphate","meta_M_man6p_c",,,,"c","M_man6p_c","species","species","SBO:0000247",,"false","D-Mannose 6-phosphate",,,
"false","1","false","meta_M_2pglyc_c",,,,"-3","C2H2O6P",,,,"false",,"2-Phosphoglycolate","meta_M_2pglyc_c",,,,"c","M_2pglyc_c","species","species","SBO:0000247",,"false","2-Phosphoglycolate",,,
"false","1","false","meta_M_pgp160_c",,,,"-3","C38H73O13P2",,,,"false",,"Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)","meta_M_pgp160_c",,,,"c","M_pgp160_c","species","species","SBO:0000247",,"false","Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)",,,
"false","1","false","meta_M_protrna_c",,,,"1","C5H8NOR",,,,"false",,"L-Prolyl-tRNA(Pro)","meta_M_protrna_c",,,,"c","M_protrna_c","species","species","SBO:0000247",,"false","L-Prolyl-tRNA(Pro)",,,
"false","1","false","meta_M_pg160_c",,,,"-1","C38H74O10P1",,,,"false",,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)","meta_M_pg160_c",,,,"c","M_pg160_c","species","species","SBO:0000247",,"false","Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",,,
"false","1","false","meta_M_2mecdp_c",,,,"-2","C5H10O9P2",,,,"false",,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate","meta_M_2mecdp_c",,,,"c","M_2mecdp_c","species","species","SBO:0000247",,"false","2-C-methyl-D-erythritol 2,4-cyclodiphosphate",,,
"false","1","false","meta_M_rb15bp_c",,,,"-4","C5H8O11P2",,,,"false",,"D-Ribulose 1,5-bisphosphate","meta_M_rb15bp_c",,,,"c","M_rb15bp_c","species","species","SBO:0000247",,"false","D-Ribulose 1,5-bisphosphate",,,
"false","1","false","meta_M_5mthf_c",,,,"-1","C20H23N7O6",,,,"false",,"5-Methyltetrahydrofolate","meta_M_5mthf_c",,,,"c","M_5mthf_c","species","species","SBO:0000247",,"false","5-Methyltetrahydrofolate",,,
"false","1","false","meta_M_pgp161_c",,,,"-3","C38H69O13P2",,,,"false",,"Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)","meta_M_pgp161_c",,,,"c","M_pgp161_c","species","species","SBO:0000247",,"false","Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)",,,
"false","1","false","meta_M_trnamet_c",,,,"0","R",,,,"false",,"TRNA(Met)","meta_M_trnamet_c",,,,"c","M_trnamet_c","species","species","SBO:0000247",,"false","TRNA(Met)",,,
"false","1","false","meta_M_skm5p_c",,,,"-3","C7H8O8P",,,,"false",,"Shikimate 5-phosphate","meta_M_skm5p_c",,,,"c","M_skm5p_c","species","species","SBO:0000247",,"false","Shikimate 5-phosphate",,,
"false","1","false","meta_M_12dgr160_c",,,,"0","C35H68O5",,,,"false",,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)","meta_M_12dgr160_c",,,,"c","M_12dgr160_c","species","species","SBO:0000247",,"false","1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",,,
"false","1","false","meta_M_pg161_c",,,,"-1","C38H70O10P1",,,,"false",,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)","meta_M_pg161_c",,,,"c","M_pg161_c","species","species","SBO:0000247",,"false","Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",,,
"false","1","false","meta_M_photon_c",,,,"0","Z",,,,"false",,"Light","meta_M_photon_c",,,,"c","M_photon_c","species","species","SBO:0000247",,"false","Light",,,
"false","1","false","meta_M_pgp180_c",,,,"-3","C42H81O13P2",,,,"false",,"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)","meta_M_pgp180_c",,,,"c","M_pgp180_c","species","species","SBO:0000247",,"false","Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)",,,
"false","1","false","meta_M_12dgr161_c",,,,"0","C35H64O5",,,,"false",,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)","meta_M_12dgr161_c",,,,"c","M_12dgr161_c","species","species","SBO:0000247",,"false","1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",,,
"false","1","false","meta_M_pg180_c",,,,"-1","C42H82O10P1",,,,"false",,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)","meta_M_pg180_c",,,,"c","M_pg180_c","species","species","SBO:0000247",,"false","Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",,,
"false","1","false","meta_M_6pthp_c",,,,"0","C9H11N5O3",,,,"false",,"6-Pyruvoyl-5,6,7,8-tetrahydropterin","meta_M_6pthp_c",,,,"c","M_6pthp_c","species","species","SBO:0000247",,"false","6-Pyruvoyl-5,6,7,8-tetrahydropterin",,,
"false","1","false","meta_M_pgp181_c",,,,"-3","C42H77O13P2",,,,"false",,"Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)","meta_M_pgp181_c",,,,"c","M_pgp181_c","species","species","SBO:0000247",,"false","Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)",,,
"false","1","false","meta_M_12dgr180_c",,,,"0","C39H76O5",,,,"false",,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)","meta_M_12dgr180_c",,,,"c","M_12dgr180_c","species","species","SBO:0000247",,"false","1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",,,
"false","1","false","meta_M_pyam5p_c",,,,"-1","C8H12N2O5P",,,,"false",,"Pyridoxamine 5'-phosphate","meta_M_pyam5p_c",,,,"c","M_pyam5p_c","species","species","SBO:0000247",,"false","Pyridoxamine 5'-phosphate",,,
"false","1","false","meta_M_12dgr181_c",,,,"0","C39H72O5",,,,"false",,"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)","meta_M_12dgr181_c",,,,"c","M_12dgr181_c","species","species","SBO:0000247",,"false","1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",,,
"false","1","false","meta_M_pg181_c",,,,"-1","C42H78O10P1",,,,"false",,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)","meta_M_pg181_c",,,,"c","M_pg181_c","species","species","SBO:0000247",,"false","Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",,,
"false","1","false","meta_M_12dgr181_9_c",,,,"0","C39H72O5",,,,"false",,"1,2-Diacyl-sn-glycerol (dioctadec-9-enoyl, n-C18 1)","meta_M_12dgr181_9_c",,,,"c","M_12dgr181_9_c","species","species","SBO:0000247",,"false","1,2-Diacyl-sn-glycerol (dioctadec-9-enoyl, n-C18 1)",,,
"false","1","false","meta_M_pydxn_c",,,,"0","C8H11NO3",,,,"false",,"Pyridoxine","meta_M_pydxn_c",,,,"c","M_pydxn_c","species","species","SBO:0000247",,"false","Pyridoxine",,,
"false","1","false","meta_M_12dgr182_9_12_c",,,,"0","C39H68O5",,,,"false",,"1,2-Diacyl-sn-glycerol (dioctadec-9-12-dienoyl, n-C18 2)","meta_M_12dgr182_9_12_c",,,,"c","M_12dgr182_9_12_c","species","species","SBO:0000247",,"false","1,2-Diacyl-sn-glycerol (dioctadec-9-12-dienoyl, n-C18 2)",,,
"false","1","false","meta_M_pgp181_9_c",,,,"-3","C42H77O13P2",,,,"false",,"Phosphatidylglycerophosphate (dioctadec-9-enoyl, n-C18 1)","meta_M_pgp181_9_c",,,,"c","M_pgp181_9_c","species","species","SBO:0000247",,"false","Phosphatidylglycerophosphate (dioctadec-9-enoyl, n-C18 1)",,,
"false","1","false","meta_M_pydx_c",,,,"0","C8H9NO3",,,,"false",,"Pyridoxal","meta_M_pydx_c",,,,"c","M_pydx_c","species","species","SBO:0000247",,"false","Pyridoxal",,,
"false","1","false","meta_M_pg181_9_c",,,,"-1","C42H78O10P1",,,,"false",,"Phosphatidylglycerol (dioctadec-9-enoyl, n-C18 1)","meta_M_pg181_9_c",,,,"c","M_pg181_9_c","species","species","SBO:0000247",,"false","Phosphatidylglycerol (dioctadec-9-enoyl, n-C18 1)",,,
"false","1","false","meta_M_12dgr183_6_9_12_c",,,,"0","C39H64O5",,,,"false",,"1,2-Diacyl-sn-glycerol (dioctadec-6-9-12-trienoyl, n-C18 3)","meta_M_12dgr183_6_9_12_c",,,,"c","M_12dgr183_6_9_12_c","species","species","SBO:0000247",,"false","1,2-Diacyl-sn-glycerol (dioctadec-6-9-12-trienoyl, n-C18 3)",,,
"false","1","false","meta_M_pgp182_9_12_c",,,,"-3","C42H73O13P2",,,,"false",,"Phosphatidylglycerophosphate (dioctadec-9-12-dienoyl, n-C18 2)","meta_M_pgp182_9_12_c",,,,"c","M_pgp182_9_12_c","species","species","SBO:0000247",,"false","Phosphatidylglycerophosphate (dioctadec-9-12-dienoyl, n-C18 2)",,,
"false","1","false","meta_M_pg182_9_12_c",,,,"-1","C42H74O10P1",,,,"false",,"Phosphatidylglycerol (dioctadec-9-12-dienoyl, n-C18 2)","meta_M_pg182_9_12_c",,,,"c","M_pg182_9_12_c","species","species","SBO:0000247",,"false","Phosphatidylglycerol (dioctadec-9-12-dienoyl, n-C18 2)",,,
"false","1","false","meta_M_12dgr183_9_12_15_c",,,,"0","C39H64O5",,,,"false",,"1,2-Diacyl-sn-glycerol (dioctadec-9-12-15-trienoyl, n-C18 3)","meta_M_12dgr183_9_12_15_c",,,,"c","M_12dgr183_9_12_15_c","species","species","SBO:0000247",,"false","1,2-Diacyl-sn-glycerol (dioctadec-9-12-15-trienoyl, n-C18 3)",,,
"false","1","false","meta_M_pydam_c",,,,"1","C8H13N2O2",,,,"false",,"Pyridoxamine","meta_M_pydam_c",,,,"c","M_pydam_c","species","species","SBO:0000247",,"false","Pyridoxamine",,,
"false","1","false","meta_M_pgp183_6_9_12_c",,,,"-3","C42H69O13P2",,,,"false",,"Phosphatidylglycerophosphate (dioctadec-6-9-12-trienoyl, n-C18 3)","meta_M_pgp183_6_9_12_c",,,,"c","M_pgp183_6_9_12_c","species","species","SBO:0000247",,"false","Phosphatidylglycerophosphate (dioctadec-6-9-12-trienoyl, n-C18 3)",,,
"false","1","false","meta_M_pg183_6_9_12_c",,,,"-1","C42H70O10P1",,,,"false",,"Phosphatidylglycerol (dioctadec-6-9-12-trienoyl, n-C18 3)","meta_M_pg183_6_9_12_c",,,,"c","M_pg183_6_9_12_c","species","species","SBO:0000247",,"false","Phosphatidylglycerol (dioctadec-6-9-12-trienoyl, n-C18 3)",,,
"false","1","false","meta_M_dmlz_c",,,,"0","C13H18N4O6",,,,"false",,"6,7-Dimethyl-8-(1-D-ribityl)lumazine","meta_M_dmlz_c",,,,"c","M_dmlz_c","species","species","SBO:0000247",,"false","6,7-Dimethyl-8-(1-D-ribityl)lumazine",,,
"false","1","false","meta_M_pgp183_9_12_15_c",,,,"-3","C42H69O13P2",,,,"false",,"Phosphatidylglycerophosphate (dioctadec-9-12-15-trienoyl, n-C18 3)","meta_M_pgp183_9_12_15_c",,,,"c","M_pgp183_9_12_15_c","species","species","SBO:0000247",,"false","Phosphatidylglycerophosphate (dioctadec-9-12-15-trienoyl, n-C18 3)",,,
"false","1","false","meta_M_uGgla_c",,,,"-3","C40H62N9O26P2",,,,"false",,"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine","meta_M_uGgla_c",,,,"c","M_uGgla_c","species","species","SBO:0000247",,"false","UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine",,,
"false","1","false","meta_M_rib__D_c",,,,"0","C5H10O5",,,,"false",,"D-Ribose","meta_M_rib__D_c",,,,"c","M_rib__D_c","species","species","SBO:0000247",,"false","D-Ribose",,,
"false","1","false","meta_M_uppg3_c",,,,"-8","C40H36N4O16",,,,"false",,"Uroporphyrinogen III","meta_M_uppg3_c",,,,"c","M_uppg3_c","species","species","SBO:0000247",,"false","Uroporphyrinogen III",,,
"false","1","false","meta_M_pg183_9_12_15_c",,,,"-1","C42H70O10P1",,,,"false",,"Phosphatidylglycerol (dioctadec-9-12-15-trienoyl, n-C18 3)","meta_M_pg183_9_12_15_c",,,,"c","M_pg183_9_12_15_c","species","species","SBO:0000247",,"false","Phosphatidylglycerol (dioctadec-9-12-15-trienoyl, n-C18 3)",,,
"false","1","false","meta_M_xu5p__D_c",,,,"-2","C5H9O8P",,,,"false",,"D-Xylulose 5-phosphate","meta_M_xu5p__D_c",,,,"c","M_xu5p__D_c","species","species","SBO:0000247",,"false","D-Xylulose 5-phosphate",,,
"false","1","false","meta_M_pgp184_6_9_12_15_c",,,,"-3","C42H65O13P2",,,,"false",,"Phosphatidylglycerophosphate (dioctadec-6-9-12-15-tetraenoyl, n-C18 4)","meta_M_pgp184_6_9_12_15_c",,,,"c","M_pgp184_6_9_12_15_c","species","species","SBO:0000247",,"false","Phosphatidylglycerophosphate (dioctadec-6-9-12-15-tetraenoyl, n-C18 4)",,,
"false","1","false","meta_M_so4_c",,,,"-2","O4S",,,,"false",,"Sulfate","meta_M_so4_c",,,,"c","M_so4_c","species","species","SBO:0000247",,"false","Sulfate",,,
"false","1","false","meta_M_pg184_6_9_12_15_c",,,,"-1","C42H66O10P1",,,,"false",,"Phosphatidylglycerol (dioctadec-6-9-12-15-tetraenoyl, n-C18 4)","meta_M_pg184_6_9_12_15_c",,,,"c","M_pg184_6_9_12_15_c","species","species","SBO:0000247",,"false","Phosphatidylglycerol (dioctadec-6-9-12-15-tetraenoyl, n-C18 4)",,,
"false","1","false","meta_M_uppg1_c",,,,"-8","C40H36N4O16",,,,"false",,"Uroporphyrinogen I","meta_M_uppg1_c",,,,"c","M_uppg1_c","species","species","SBO:0000247",,"false","Uroporphyrinogen I",,,
"false","1","false","meta_M_phbg_c",,,,"0","R",,,,"false",,"Growing PHB granule","meta_M_phbg_c",,,,"c","M_phbg_c","species","species","SBO:0000247",,"false","Growing PHB granule",,,
"false","1","false","meta_M_s7p_c",,,,"-2","C7H13O10P",,,,"false",,"Sedoheptulose 7-phosphate","meta_M_s7p_c",,,,"c","M_s7p_c","species","species","SBO:0000247",,"false","Sedoheptulose 7-phosphate",,,
"false","1","false","meta_M_PHB_c",,,,"0","C4H6O2R",,,,"false",,"PHB granule","meta_M_PHB_c",,,,"c","M_PHB_c","species","species","SBO:0000247",,"false","PHB granule",,,
"false","1","false","meta_M_cpppg1_c",,,,"-4","C36H40N4O8",,,,"false",,"Coproporphyrinogen I","meta_M_cpppg1_c",,,,"c","M_cpppg1_c","species","species","SBO:0000247",,"false","Coproporphyrinogen I",,,
"false","1","false","meta_M_sl26da_c",,,,"-2","C11H16N2O7",,,,"false",,"N-Succinyl-LL-2,6-diaminoheptanedioate","meta_M_sl26da_c",,,,"c","M_sl26da_c","species","species","SBO:0000247",,"false","N-Succinyl-LL-2,6-diaminoheptanedioate",,,
"false","1","false","meta_M_dump_c",,,,"-2","C9H11N2O8P",,,,"false",,"DUMP C9H11N2O8P","meta_M_dump_c",,,,"c","M_dump_c","species","species","SBO:0000247",,"false","DUMP C9H11N2O8P",,,
"false","1","false","meta_M_phe__L_c",,,,"0","C9H11NO2",,,,"false",,"L-Phenylalanine","meta_M_phe__L_c",,,,"c","M_phe__L_c","species","species","SBO:0000247",,"false","L-Phenylalanine",,,
"false","1","false","meta_M_succ_c",,,,"-2","C4H4O4",,,,"false",,"Succinate","meta_M_succ_c",,,,"c","M_succ_c","species","species","SBO:0000247",,"false","Succinate",,,
"false","1","false","meta_M_phpyr_c",,,,"-1","C9H7O3",,,,"false",,"Phenylpyruvate","meta_M_phpyr_c",,,,"c","M_phpyr_c","species","species","SBO:0000247",,"false","Phenylpyruvate",,,
"false","1","false","meta_M_val__L_c",,,,"0","C5H11NO2",,,,"false",,"L-Valine","meta_M_val__L_c",,,,"c","M_val__L_c","species","species","SBO:0000247",,"false","L-Valine",,,
"false","1","false","meta_M_sl2a6o_c",,,,"-3","C11H12NO8",,,,"false",,"N-Succinyl-2-L-amino-6-oxoheptanedioate","meta_M_sl2a6o_c",,,,"c","M_sl2a6o_c","species","species","SBO:0000247",,"false","N-Succinyl-2-L-amino-6-oxoheptanedioate",,,
"false","1","false","meta_M_trnaval_c",,,,"0","R",,,,"false",,"TRNA(Val)","meta_M_trnaval_c",,,,"c","M_trnaval_c","species","species","SBO:0000247",,"false","TRNA(Val)",,,
"false","1","false","meta_M_trnaphe_c",,,,"0","R",,,,"false",,"TRNA(Phe)","meta_M_trnaphe_c",,,,"c","M_trnaphe_c","species","species","SBO:0000247",,"false","TRNA(Phe)",,,
"false","1","false","meta_M_trnaser_c",,,,"0","R",,,,"false",,"TRNA(Ser)","meta_M_trnaser_c",,,,"c","M_trnaser_c","species","species","SBO:0000247",,"false","TRNA(Ser)",,,
"false","1","false","meta_M_valtrna_c",,,,"1","C5H10NOR",,,,"false",,"L-Valyl-tRNA(Val)","meta_M_valtrna_c",,,,"c","M_valtrna_c","species","species","SBO:0000247",,"false","L-Valyl-tRNA(Val)",,,
"false","1","false","meta_M_sertrna_c",,,,"1","C3H6NO2R",,,,"false",,"L-Seryl-tRNA(Ser)","meta_M_sertrna_c",,,,"c","M_sertrna_c","species","species","SBO:0000247",,"false","L-Seryl-tRNA(Ser)",,,
"false","1","false","meta_M_neuspn_c",,,,"0","C40H58",,,,"false",,"Neurosporene","meta_M_neuspn_c",,,,"c","M_neuspn_c","species","species","SBO:0000247",,"false","Neurosporene",,,
"false","1","false","meta_M_skm_c",,,,"-1","C7H9O5",,,,"false",,"Shikimate","meta_M_skm_c",,,,"c","M_skm_c","species","species","SBO:0000247",,"false","Shikimate",,,
"false","1","false","meta_M_cyst__L_c",,,,"0","C7H14N2O4S",,,,"false",,"L-Cystathionine","meta_M_cyst__L_c",,,,"c","M_cyst__L_c","species","species","SBO:0000247",,"false","L-Cystathionine",,,
"false","1","false","meta_M_ametam_c",,,,"2","C14H24N6O3S",,,,"false",,"S-Adenosylmethioninamine","meta_M_ametam_c",,,,"c","M_ametam_c","species","species","SBO:0000247",,"false","S-Adenosylmethioninamine",,,
"false","1","false","meta_M_4adcho_c",,,,"-1","C10H10NO5",,,,"false",,"4-amino-4-deoxychorismate","meta_M_4adcho_c",,,,"c","M_4adcho_c","species","species","SBO:0000247",,"false","4-amino-4-deoxychorismate",,,
"false","2","false","meta_M_ac_p",,,,"-1","C2H3O2",,,,"false",,"Acetate","meta_M_ac_p",,,,"p","M_ac_p","species","species","SBO:0000247",,"false","Acetate",,,
"false","1","false","meta_M_5mta_c",,,,"0","C11H15N5O3S",,,,"false",,"5-Methylthioadenosine","meta_M_5mta_c",,,,"c","M_5mta_c","species","species","SBO:0000247",,"false","5-Methylthioadenosine",,,
"false","1","false","meta_M_cynt_c",,,,"-1","CNO",,,,"false",,"Cyanate","meta_M_cynt_c",,,,"c","M_cynt_c","species","species","SBO:0000247",,"false","Cyanate",,,
"false","1","false","meta_M_spmd_c",,,,"3","C7H22N3",,,,"false",,"Spermidine","meta_M_spmd_c",,,,"c","M_spmd_c","species","species","SBO:0000247",,"false","Spermidine",,,
"false","1","false","meta_M_dmtphllqne_c",,,,"0","C30H44O2",,,,"false",,"Demethylphylloquinone","meta_M_dmtphllqne_c",,,,"c","M_dmtphllqne_c","species","species","SBO:0000247",,"false","Demethylphylloquinone",,,
"false","4","false","meta_M_ac_e",,,,"-1","C2H3O2",,,,"false",,"Acetate","meta_M_ac_e",,,,"e","M_ac_e","species","species","SBO:0000247",,"false","Acetate",,,
"false","1","false","meta_M_udpsq_c",,,,"-3","C15H21N2O19P2S",,,,"false",,"UDP-6-sulfoquinovose","meta_M_udpsq_c",,,,"c","M_udpsq_c","species","species","SBO:0000247",,"false","UDP-6-sulfoquinovose",,,
"false","4","false","meta_M_photon_e",,,,"0","Z",,,,"false",,"Light","meta_M_photon_e",,,,"e","M_photon_e","species","species","SBO:0000247",,"false","Light",,,
"false","2","false","meta_M_photon_p",,,,"0","Z",,,,"false",,"Light","meta_M_photon_p",,,,"p","M_photon_p","species","species","SBO:0000247",,"false","Light",,,
"false","1","false","meta_M_phllqne_c",,,,"0","C31H46O2",,,,"false",,"Phylloquinone","meta_M_phllqne_c",,,,"c","M_phllqne_c","species","species","SBO:0000247",,"false","Phylloquinone",,,
"false","1","false","meta_M_sqdg160_c",,,,"-1","C41H79O13S",,,,"false",,"Sulfoquinovosyldiacylglycerol (n-C16 0)","meta_M_sqdg160_c",,,,"c","M_sqdg160_c","species","species","SBO:0000247",,"false","Sulfoquinovosyldiacylglycerol (n-C16 0)",,,
"false","2","false","meta_M_glc__D_p",,,,"0","C6H12O6",,,,"false",,"D-Glucose","meta_M_glc__D_p",,,,"p","M_glc__D_p","species","species","SBO:0000247",,"false","D-Glucose",,,
